num	请观看视频并简单描述这段视频里的所有声音	你听见了什么声音	你会怎么描述这些声音	这些声音是什么物体/人发出的	这是在什么场景发出的声音	duration	filename	samplerate
700	哭声、开关门声、医生说话的声音	哭声、开关门声、医生说话的声音	女生受到了某种打击，可能跟实习一关	人	医院	10.005963718820862	hospital_3707/700.wav	44100
700	医生跟医生之间的对话身体和墙碰撞的声音	人声 碰撞声 争吵	医生与医生之间发生摩擦	人 物体碰撞	医院走廊	10.005963718820862	hospital_3707/700.wav	44100
701	洗毛巾的水声伴随音乐声	水声、音乐声	拧毛巾的水声及收音机或电视机的音乐声	电视机或收音机、水	医院病房内洗毛巾	10.005963718820862	hospital_3707/701.wav	44100
701	病房内有人拧毛巾给病人擦身体，有拧水声、音乐声、人的对话声	拧毛巾声、音乐声、人的对话声	毛巾拧出的水滴在水盆中的声音、音乐声、对话声	水、播放器以及病房中其他人	有人在病房内拧毛巾给病人擦身体	10.005963718820862	hospital_3707/701.wav	44100
701	病人家属之间的对话	人声 争吵声 背景嘈杂	病人家属嘈杂的对话	人 	医院病房	10.005963718820862	hospital_3707/701.wav	44100
702	医生与其他人对话伴随后期操作声	人声、后期操作声	医生与其他人对话时双方的人声、和后期背景音乐	一位医生、一位和医生对话的人及电脑	医院医生与其他人的对话	10.005963718820862	hospital_3707/702.wav	44100
702	办公室中两人在说话，有人的对话声、后期操作声、咳嗽声以及婴儿哭声	人的对话声、后期操作声、咳嗽声以及婴儿哭声	对话声、后期操作声、咳嗽声以及婴儿发出的哭声	对话声、婴儿哭声和咳嗽声由人、后期操作声由电脑	医院办公室中两人对话，一人在听	10.005963718820862	hospital_3707/702.wav	44100
702	医生之间的对话	人声 检查声 碰撞声	医生给病人检查时的声音和对话	人 物体碰撞	病房	10.005963718820862	hospital_3707/702.wav	44100
703	患者的说话以及医生的补充伴随背景医疗仪器的声音	人声、医疗设备声	患者的说话声、医生的说话声、医疗设备的滴滴声	患者、医生、医疗仪器	患者不希望小朋友到自己身边的对话	10.005963718820862	hospital_3707/703.wav	44100
703	急诊室中小女孩想看受伤的叔叔，有人的对话声以及仪器声	人的对话声以及仪器滴滴声	对话声、仪器滴滴声	对话声由人，滴滴声由仪器发出	急诊室中小女孩想看受伤的叔叔	10.005963718820862	hospital_3707/703.wav	44100
703	病人家属之间的对话嘈杂背景	人 嘈杂背景	病人家属的对话	人 物体碰撞	医院	10.005963718820862	hospital_3707/703.wav	44100
704	医生与孕妇家人的对话以及孕妇的呻吟伴随医生手里拿的纸声	人声、纸声	医生的说话声、孕妇家属的说话声、孕妇的呻吟声、医生手里的纸声	医生、孕妇、孕妇家属、纸	孕妇在医院就医	10.005963718820862	hospital_3707/704.wav	44100
704	急诊室中有一名孕妇被送来救治，有人的对话声、叫声、气泡声以及塑料袋摩擦声	人的对话声、叫声、气泡声以及塑料袋摩擦声	对话声、孕妇因疼痛的叫喊声、气泡声以及塑料袋摩擦声	对话声、叫声由人，气泡声由氧气瓶、摩擦声由塑料输液袋	急诊室中医生同被送来救治孕妇的丈夫对话	10.005963718820862	hospital_3707/704.wav	44100
704	医生之间的对话	人 嘈杂背景 婴儿哭声	两个医生对话 婴儿哭闹	人小孩	医院	10.005963718820862	hospital_3707/704.wav	44100
705	医生的对话伴随医疗设施的声音	人声、医疗设备声	手术医生对话的声音以及医疗设备的滴滴声	医生、医疗设备	医生在医院做手术	10.005963718820862	hospital_3707/705.wav	44100
705	手术室中医生在给病人做手术，有仪器声、人的对话声、手术刀碰撞声	仪器声、人的对话声、手术刀碰撞声	血压仪的滴滴声、对话声、手术刀碰撞声	血压仪、人以及手术刀	手术室中医生在给病人做手术	10.005963718820862	hospital_3707/705.wav	44100
705	医生之间的对话	人 嘈杂背景	医生之间讨论并且	人 衣服摩擦	医院	10.005963718820862	hospital_3707/705.wav	44100
706	医生和其他人的对话声音	人声	医生和其他人对话的人声	医生、与医生对话的其他人	在走廊医生和其他人对话	10.005963718820862	hospital_3707/706.wav	44100
706	医院走廊里中年妇女和护士在理论，有人的对话声、周围人的脚步声和对话声	人的对话声、周围人的脚步声和对话声	对话声、周围人的脚步声和对话声	都由人发出	医院走廊里中年妇女和护士在理论	10.005963718820862	hospital_3707/706.wav	44100
706	医生与病人家属之间的对话	人 嘈杂背景	医生之间的闲谈	人 小孩哭声	医院	10.005963718820862	hospital_3707/706.wav	44100
707	医生和病人的对话伴随后期背景音乐声	人声、后期操作声	医生和患者对话的声音伴随后期添加的背景音乐	医生、患者、电脑	医生在手术室为清醒的病人做手术	10.005963718820862	hospital_3707/707.wav	44100
707	医生在诊室内为病人换药，有人的对话声、后期操作声	人的对话声、后期操作声	对话声、后期操作声	对话声由人、后期操作声由电脑	医生在诊室内为病人换药	10.005963718820862	hospital_3707/707.wav	44100
707	医生之间的对话	人	医生的学术研究	人 小孩哭声	医院	10.005963718820862	hospital_3707/707.wav	44100
708	人一直在说话	人声	对医生说话的人一直在说话	对医生说话的人呢	一个人在一直对医生说话	10.005963718820862	hospital_3707/708.wav	44100
708	休息室内一名女子在跟医生说话，有人的说话声	人的说话声	说话声	说话声由人发出	休息室内一名女子在跟医生说话	10.005963718820862	hospital_3707/708.wav	44100
708	医生与病人之间的对话	人 嘈杂背景	医生之间的闲谈	人	医院大厅	10.005963718820862	hospital_3707/708.wav	44100
709	医生劝说另外一位医生，采访者询问，以及生气的医生的说话声，还伴有药品开瓶声	人声、药品开瓶声	劝说一位医生的医生的说话声，生气的医生的说话声，采访者的说话声，药瓶的开瓶声	生气的医生、劝说医生的医生、采访者、药瓶	在医院某医生受委屈后的对话	10.005963718820862	hospital_3707/709.wav	44100
709	办公室中医生们在对话，有人的对话声、脚步声、物品碰撞声、仪器声	人的对话声、脚步声、物品碰撞声、仪器声	对话声、脚步声、物品碰撞声、仪器声	对话声、脚步声由人、碰撞声由文件、仪器声由叫号器发出	办公室中医生们在对话	10.005963718820862	hospital_3707/709.wav	44100
709	医生和病人的对话	人 机器声 嘈杂背景	医生之间的对话 抢救病人	人	医院	10.005963718820862	hospital_3707/709.wav	44100
710	病人带着哭腔的说话声，医生的奉劝声	人声	病人带着哭腔说话的声音，医生奉劝该病人的说话声	患者、医生	患者在病床上说话	10.005963718820862	hospital_3707/710.wav	44100
710	病房内医生和病人在对话，有人的对话声以及抽泣声	人的对话声以及抽泣声	对话声以及抽泣声	对话声和抽泣声由人发出	病房内医生和病人在对话	10.005963718820862	hospital_3707/710.wav	44100
710	医生跟病人之间的对话	人	医生查房的对话	人 走路	病房	10.005963718820862	hospital_3707/710.wav	44100
711	医生和患者的对话	人声	医生的说话声、患者的说话声	患者、医生	患者在病床上与医生对话	10.005963718820862	hospital_3707/711.wav	44100
711	病床上男子和一名女子对话，有人的对话声	人的对话声	对话声	对话声由人发出	病床上男子和一名女子对话	10.005963718820862	hospital_3707/711.wav	44100
711	病人跟医生的对话嘈杂背景	人 背景嘈杂	病人检查时问医生问题	人 走路声	病房	10.005963718820862	hospital_3707/711.wav	44100
712	医生在说话后来又来了个医生说话，伴随后期背景音乐	人声、后期操作声	女医生的说话声、男医生的说话声、后期背景音乐声	女医生、男医生、电脑	一群医生在一个屋里，其中一位在说话这是来了另外以为医生来叫人	10.005963718820862	hospital_3707/712.wav	44100
712	手术室中医生在给实习生做示范手术，有人的对话声、手术刀碰撞声、门推拉声、仪器声	人的对话声、手术刀碰撞声、门推拉声、仪器声	对话声、手术刀碰撞声、门推拉声、仪器声	对话声由人、碰撞声由手术刀、推拉吱呀声由推拉门、仪器声由血压仪	手术室中医生在给实习生做示范手术	10.005963718820862	hospital_3707/712.wav	44100
712	病人的吼叫医生的声音	人 背景嘈杂	病人检查是的吼叫	人 电话声	病房	10.005963718820862	hospital_3707/712.wav	44100
713	两个医生在对话说病人的情况	人声	女医生的说话声、男医生的说话声	女医生、男医生	两个医生在对于一位患者的情况进行对话	10.005963718820862	hospital_3707/713.wav	44100
713	办公室两名医生在讨论，有人的对话声	人的对话声	对话声	对话声由人发出	办公室两名医生在讨论	10.005963718820862	hospital_3707/713.wav	44100
713	医生在病房的对话相机拍照的声音	医生的对话 相机拍照的声音	医生在查房时的对话	人 相机	病房	10.005963718820862	hospital_3707/713.wav	44100
714	医生的说话声以及医疗器械声	人声、医疗器械声	女医生和男医生的说话声以及医疗器械的滴滴声	女医生、男医生、医疗器械	医生在询问病人情况	10.005963718820862	hospital_3707/714.wav	44100
714	急诊室内医生讨论病人病情，有人的对话声、病床推拉声以及仪器声	人的对话声、病床推拉声以及仪器声	对话声、病床推拉声以及仪器声	对话声由人、推拉声由病床、仪器声由血压仪	急诊室内医生讨论病人病情	10.005963718820862	hospital_3707/714.wav	44100
714	医生跟病人家属解释并且	医生跟家属的对话 嘈杂的背景音	医生在给办公室跟病人家属解释	人	办公室	10.005963718820862	hospital_3707/714.wav	44100
715	医生对患者说话并能挺到轻微的医疗器械滴滴声	人声、医疗器械声	医生对患者的说话声伴随医疗器械的滴滴声	医生、医疗器械	医生对患者说明情况	10.005963718820862	hospital_3707/715.wav	44100
715	医生推患者出门，病房内医生和病人在讨论病情，有人的对话声、轮椅撞门声、仪器声	人的对话声、轮椅撞门声、仪器声	对话声、轮椅撞门声、仪器声	对话声由人、轮椅撞门声由轮椅、仪器声由仪器	医生推患者出门，病房内医生和病人在讨论病情	10.005963718820862	hospital_3707/715.wav	44100
715	记者跟医生的对话嘈杂背景	记者跟医生的对话 嘈杂背景	记者跟医生在病房的对话	人	病房	10.005963718820862	hospital_3707/715.wav	44100
716	医生的说话声	人声	医生的说话声	医生	医生在与患者沟通	10.005963718820862	hospital_3707/716.wav	44100
716	病房内医生给患者讲解病情，有人的说话声	人的说话声	说话声	说话声由医生发出	病房内医生给患者讲解病情	10.005963718820862	hospital_3707/716.wav	44100
716	医生在手术室的对话机器声	人声 机器声	医生在手术的声音和机器声	人 机器	手术室	10.005963718820862	hospital_3707/716.wav	44100
717	患者亲友与医生的对话，以及患者亲友对病人的情况询问	人声	患者的说话声、医生的说话声、患者亲友的说话声	医生、患者、患者亲友	患者亲友在患者病床前向医生询问患者情况并向患者询问患者情况	10.005963718820862	hospital_3707/717.wav	44100
717	病房内医生和病人讨论病情，有人的对话声	人的对话声	对话声	对话声由人发出	病房内医生和病人讨论病情	10.005963718820862	hospital_3707/717.wav	44100
717	医生的对话病人家属的对话嘈杂背景	人声 嘈杂背景	医生再跟病人家属解释 	人	医院	10.005963718820862	hospital_3707/717.wav	44100
718	病人呻吟着听着医生的医嘱后说话了伴随着医疗器械的声音	人声、医疗器械声	医生的说话声、病人的呻吟声、病人的说话声、医疗器械的滴滴声	患者、医生、医疗器械	医生对于患者进行医嘱	10.005963718820862	hospital_3707/718.wav	44100
718	病房内医生和病人说话，有人的对话声、仪器滴滴声、周围人的杂音	人的对话声、仪器滴滴声、周围人的杂音	对话声、仪器滴滴声、周围人的杂音	对话声和杂音由人发出、仪器声由仪器	病房内医生和病人说话	10.005963718820862	hospital_3707/718.wav	44100
718	医生的对话机器声	人声 嘈杂背景 机器声	医生之间的对话	人 机器	手术室	10.005963718820862	hospital_3707/718.wav	44100
719	医生和病人的沟通对话声	人声	医生和患者的说话声	医生、患者	医生和患者进行对话询问情况	10.005963718820862	hospital_3707/719.wav	44100
719	急诊室里医生和病人对话，有人的对话声、卡片摩擦声以及周围人的咳嗽声	人的对话声、卡片摩擦声以及周围人的咳嗽声	对话声、卡片摩擦声以及周围人的咳嗽声	对话声、周围人的咳嗽声由人、摩擦声由卡片传递过程发出	急诊室里医生和病人对话	10.005963718820862	hospital_3707/719.wav	44100
719	医生与病人之间的对话	人声嘈杂背景	医生之间的对话	人	医院	10.005963718820862	hospital_3707/719.wav	44100
720	患者说话声	人声	患者说话声	患者	患者陈述情况	10.005963718820862	hospital_3707/720.wav	44100
720	急诊室里医生和病人对话，有人的对话声、脚步声以及周围的杂音	人的对话声、脚步声以及周围的杂音	对话声、脚步声以及周围的杂音	对话声、脚步声由人、周围的杂音有周围医生、护士以及病人发出	急诊室里医生和病人对话	10.005963718820862	hospital_3707/720.wav	44100
720	医生之间的对话	人声 	医生之间的对话	人	医院	10.005963718820862	hospital_3707/720.wav	44100
721	医生的说话声以及医药袋子的震动声	人声、医药袋子声	医生说话的人声、医生晃动医药袋子额震动声	医药袋子、医生	医生对于某患者怜悯的说话后，场景到了另一位医生为患者准备药物	10.005963718820862	hospital_3707/721.wav	44100
721	办公室两名医生对话，病房内医生给病人换药，有人的对话声、脚步声、塑料袋摩擦声	人的对话声、脚步声、塑料袋摩擦声	对话声、脚步声、塑料袋摩擦声	对话声、脚步声由人、塑料袋摩擦声由塑料袋发出	办公室两名医生对话，病房内医生给病人换药	10.005963718820862	hospital_3707/721.wav	44100
721	医生跟病人家属的对话	人声 嘈杂背景	医生在查房时跟病人家属的对话	人	病房	10.005963718820862	hospital_3707/721.wav	44100
722	伴随患者的呻吟医生间进行对于患者情况进行交谈	人声	患者的呻吟声、医生的说话声	患者、医生	医生对于患者进行确诊的过程	10.005963718820862	hospital_3707/722.wav	44100
722	急诊室内医生给病人检查身体，有人的对话声、脚步声、叫声、金属碰撞声	人的对话声、脚步声、叫声、金属碰撞声	对话声、脚步声、叫声、金属碰撞声	对话声、脚步声、叫声由人发出、金属碰撞声由手推车及盒子发出	急诊室内医生给病人检查身体	10.005963718820862	hospital_3707/722.wav	44100
722	医生的对话	人声 抽泣声	医生之间的对话	人	手术室	10.005963718820862	hospital_3707/722.wav	44100
723	医生间的交通伴随医疗器械声	人声、医疗器械声	医生间说话的声音、医疗器械的滴滴声	医生、医疗器械	医生对于患者态度不同的交流	10.005963718820862	hospital_3707/723.wav	44100
723	急诊室内两名医护人员对话，有人的对话声以及仪器声	人的对话声以及仪器声	对话声以及仪器声	对话声由人发出、仪器声由仪器发出	急诊室内两名医护人员对话	10.005963718820862	hospital_3707/723.wav	44100
723	病人家属打电话的声音	人声 嘈杂背景	病人家属带电话的声音	人 	病房	10.005963718820862	hospital_3707/723.wav	44100
724	说话声以及医疗器械旋转产生的声音、喷血声伴随后期操作声	人声、医疗器械声、后期背景音乐声	人的说话声、扎入脑袋的针的旋转声、拔针后的喷血声、背景音乐声	血、针、人、电脑	在病房医生对于患者进行治疗	10.005963718820862	hospital_3707/724.wav	44100
724	医生给病人做手术，有人的对话声、仪器声、手术工具碰撞声	人的对话声、仪器声、手术工具碰撞声	对话声、仪器声、手术工具碰撞声	对话声由人发出、仪器声由血压仪、手术工具碰撞声由手术工具发出	医生给病人做手术	10.005963718820862	hospital_3707/724.wav	44100
724	病人的吼叫医生的声音	人 背景嘈杂	病人检查是的吼叫	人	病房	10.005963718820862	hospital_3707/724.wav	44100
725	病人和医生的对话时伴随医疗设备的声音	人声、医疗设备声	人的说话声、医疗设备的滴滴声	医生、患者、医疗设备	在病房为患者治疗	10.005963718820862	hospital_3707/725.wav	44100
725	医生在病房内抢救病人，有人的对话声、喘息声、仪器声	人的对话声、喘息声、仪器声	对话声、喘息声、仪器声	对话声、喘息声由人发出、仪器声由仪器发出	医生在病房内抢救病人	10.005963718820862	hospital_3707/725.wav	44100
725	医院嘈杂的大厅	人 背景嘈杂	医院嘈杂的地方	人 物体碰撞	病房	10.005963718820862	hospital_3707/725.wav	44100
726	患者和医生的对话	人声	患者和医生的说话声	医生、患者	病床附近医生和患者对于病情的交流	10.005963718820862	hospital_3707/726.wav	44100
726	病房内医生和病人在对话，有人的对话声	人的对话声	对话声	对话声由人发出	病房内医生和病人在对话	10.005963718820862	hospital_3707/726.wav	44100
726	医生的对话	人	医生在办公室的对话	人小孩	病房	10.005963718820862	hospital_3707/726.wav	44100
727	手从文件夹放下并走去另一个屋开关门伴随背景音乐的声音	文件夹声音、走路声、门声、背景音乐声	手从文件夹放下的声音、走路声、开关门声、后期背景音乐声	文件夹、鞋与地面摩擦声、门、电脑	人从一个房间走到另一个房间	10.005963718820862	hospital_3707/727.wav	44100
727	医院内医生进入休息室，有脚步声、后期操作声以及关门声	脚步声、后期操作声以及关门声	脚步声、后期操作声以及关门声	脚步声由人发出、后期操作声由电脑以及关门声由门	医院内医生进入休息室	10.005963718820862	hospital_3707/727.wav	44100
727	医生跟病人的对话	人	医生查房跟病人的对话	人 衣服摩擦	医院大厅	10.005963718820862	hospital_3707/727.wav	44100
728	医生的对话伴随病人的呻吟声	人声	医生的说话声、病人的呻吟声、病人的说话声、医疗器械的滴滴声	人	医生对于患者的诊断	10.005963718820862	hospital_3707/728.wav	44100
728	急诊室两名医生在谈论孕妇，有人的对话声以及孕妇叫声	人的对话声以及孕妇叫声	对话声以及孕妇叫声	人的对话声以及孕妇叫声由人发出	急诊室两名医生在谈论孕妇	10.005963718820862	hospital_3707/728.wav	44100
728	医生之间的对话	人声	医生查完房的对话	人 小孩哭声	办公室	10.005963718820862	hospital_3707/728.wav	44100
729	医生在打电话说话	人声	医生的说话声	人	医生在打电话	10.005963718820862	hospital_3707/729.wav	44100
729	医生给别人打电话，有人的说话声，伴有周围碰撞声	人的说话声，伴有周围碰撞声	说话声，伴有周围碰撞声	说话声由人发出，周围碰撞声由周围物品撞击发出	医生给别人打电话	10.005963718820862	hospital_3707/729.wav	44100
729	病人家属之间的对话嘈杂背景	人声 嘈杂背景	医生在办公室看文件是的对话	人 小孩哭声	会议室	10.005963718820862	hospital_3707/729.wav	44100
730	医生与患者的说话以及走路声	人声、走路声	医生和患者的说话声、走路声	医生、患者、鞋与地面摩擦声	医生对于病人接触并给予治疗后	10.005963718820862	hospital_3707/730.wav	44100
730	病房内医生和病人在说话，有人的对话声以及脚步声	人的对话声以及脚步声	对话声以及脚步声	对话声以及脚步声由人发出	病房内医生和病人在说话	10.005963718820862	hospital_3707/730.wav	44100
730	医生与病人家属之间的对话	人 嘈杂背景 婴儿哭声	医生跟病人的交谈	人	医院	10.005963718820862	hospital_3707/730.wav	44100
731	病人的说话声以及盖被子的声音走路的声音医生、保安的说话声	人声、被子声、走路声	病人、医生和保安的说话声、另外一名病人盖被子的声音，走路声	人、鞋与地面的摩擦声	病房内病人说话和医院大厅的一个人到医院	10.005963718820862	hospital_3707/731.wav	44100
731	病房内病人说话，患者进入医院，有人的对话声、摩擦声、喘息声、脚步声、周围杂音	人的对话声、摩擦声、喘息声、脚步声、周围杂音	对话声、被子摩擦声、喘息声、脚步声、周围杂音	对话声、喘息声、脚步声由人发出、被子摩擦声由被子发出、周围杂音由周围人走动发出	病房内病人说话，患者进入医院	10.005963718820862	hospital_3707/731.wav	44100
731	医生之间的对话	人 嘈杂背景	医生在会议室跟人讨论	人	医院	10.005963718820862	hospital_3707/731.wav	44100
732	说完话并关门出去伴随背景音乐	人声、门声、背景音乐声	人的说话声、背景音乐声、关门的声	门、人、电脑	一个人说完话并离开	10.005963718820862	hospital_3707/732.wav	44100
732	走廊上三名医生说话后进入房间，有人的说话声、开关门声、后期操作声	人的说话声、开关门声、后期操作声	说话声、开关门声、后期操作声	说话声由人发出、开关门声由门发出、后期操作声由电脑发出	走廊上三名医生说话后进入房间	10.005963718820862	hospital_3707/732.wav	44100
732	医生与病人之间的对话	人 嘈杂背景	病人家属的对话	人 走路	医院	10.005963718820862	hospital_3707/732.wav	44100
733	医院走廊推着病人走路的病人亲友的交谈以及轻微的走路声	人声、走路声	人的说话声、轻微的走路声	人、鞋与地面的摩擦声	推着病人在医院走廊行进的场合	10.005963718820862	hospital_3707/733.wav	44100
733	医院里患者和家属对话，有人的对话声、脚步声	人的对话声、脚步声	对话声、脚步声	对话声、脚步声由人发出	医院里患者和家属对话	10.005963718820862	hospital_3707/733.wav	44100
733	医生与病人之间的对话	人声	两个医生对话 婴儿哭闹	人 走路声	医院	10.005963718820862	hospital_3707/733.wav	44100
734	医生在洗手间走路并且交谈按了一下洗手液	人声、走路声、洗手液声	人的说话声、走路声、按了一下洗手液的声音	人、鞋与地面的摩擦声、洗手液声	在洗手间医生间的交谈	10.005963718820862	hospital_3707/734.wav	44100
734	洗手间内两名医生对话，有人的对话声、脚步声以及按压声	人的对话声、脚步声以及按压声	对话声、脚步声以及按压洗手液的声音	对话声、脚步声由人发出以及按压洗手液的声音由容器发出	洗手间内两名医生对话	10.005963718820862	hospital_3707/734.wav	44100
734	医生之间的对话	人 嘈杂背景	医生之间讨论并且	人 电话声	医院	10.005963718820862	hospital_3707/734.wav	44100
735	在做手术时，医疗仪器的声音以及医疗设备的声音以及医生间的对话	人声、医疗设备声、医疗仪器声	人的说话声、类似剪刀的医疗器械使用声、医疗仪器的滴滴声	医生、医疗设备、医疗仪器	在为患者做手术的过程中	10.005963718820862	hospital_3707/735.wav	44100
735	医生在手术室给病人做手术，有人的对话声、手术刀碰撞声以及仪器声	人的对话声、手术刀碰撞声以及仪器声	对话声、手术刀碰撞声以及仪器声	对话声由人发出、手术刀碰撞声由手术刀发出以及仪器声由血压仪发出	医生在手术室给病人做手术	10.005963718820862	hospital_3707/735.wav	44100
735	医生和病人的对话	人 机器声 嘈杂背景	医生之间的闲谈	人	医院大厅	10.005963718820862	hospital_3707/735.wav	44100
736	医生的说话声	人声	医生的说话声	医生	医生对于一群人不同意见的交流	10.005963718820862	hospital_3707/736.wav	44100
736	医院内三名医生在对话，有人的对话声和周围碰撞声	人的对话声和周围碰撞声	对话声和周围碰撞声	对话声和周围碰撞声由人发出	医院内三名医生在对话	10.005963718820862	hospital_3707/736.wav	44100
736	医生跟病人之间的对话	人声	医生的学术研究	人 争论	医院	10.005963718820862	hospital_3707/736.wav	44100
737	在病房里人们的交谈	人声	人们在病房的交谈声	人	患者及患者亲友在病房交谈	10.005963718820862	hospital_3707/737.wav	44100
737	病房内病人们和家属在聊天，有人的对话声	人的对话声	对话声	对话声由人发出	病房内病人们和家属在聊天	10.005963718820862	hospital_3707/737.wav	44100
737	病人跟医生的对话嘈杂背景	人声 背景嘈杂	医生之间的闲谈	人	病房	10.005963718820862	hospital_3707/737.wav	44100
738	医生在病房告知病人病情伴随一些手机里的声音	人声、手机声	医生和患者患者亲友的说话声、某患者手里的手机声	人、手机	医生、患者、患者亲友在病房的交谈	10.005963718820862	hospital_3707/738.wav	44100
738	病房内医生和病人对话，有人的对话声、广播声、笑声	人的对话声、广播声、笑声	对话声、广播声、笑声	对话声和笑声由人发出、广播声由播放器发出	病房内医生和病人对话	10.005963718820862	hospital_3707/738.wav	44100
738	病人的吼叫医生的声音	人声 背景嘈杂	医生之间的对话 抢救病人	人	病房	10.005963718820862	hospital_3707/738.wav	44100
739	医生科普医学情况的说话声	人声	医生的说话声	医生	在病房医生跟患者说话	10.005963718820862	hospital_3707/739.wav	44100
739	病房内医生和病人对话，有人的对话声	人的对话声	对话声	对话声由人发出	病房内医生和病人对话	10.005963718820862	hospital_3707/739.wav	44100
739	医院嘈杂的大厅	人声 背景嘈杂	医生查房的对话	人 物体碰撞	病房	10.005963718820862	hospital_3707/739.wav	44100
740	爸爸和儿子的脱衣服放衣服并且交谈	人声、衣服声	人的说话声、脱衣服放衣服的声音	人、衣服	爸爸和儿子在一间屋子里脱衣服并交谈	10.005963718820862	hospital_3707/740.wav	44100
740	父亲和儿子在医院员工宿舍准备休息，有人的对话声和碰撞声	人的对话声和碰撞声	对话声和碰撞声	对话声由人发出，碰撞声由书包撞击发出	父亲和儿子在医院员工宿舍准备休息	10.005963718820862	hospital_3707/740.wav	44100
740	医生的对话	人声	病人检查时问医生问题	人	医院大厅	10.005963718820862	hospital_3707/740.wav	44100
741	医生对于患者诊断并且伴随医疗仪器的声音	人声、医疗仪器声	医生的说话声、医疗仪器的滴滴声	医生、医疗仪器	医生对于病人给出诊断	10.005963718820862	hospital_3707/741.wav	44100
741	病房内两名医生对话，有人的对话声、仪器声、纸张皱褶声	人的对话声、仪器声、纸张皱褶声	对话声、仪器声、纸张皱褶声	对话声由人发出、仪器声由血压仪发出、纸张皱褶声由纸张发出	病房内两名医生对话	10.005963718820862	hospital_3707/741.wav	44100
741	医生跟病人的对话	人	病人检查是的吼叫	人	办公室	10.005963718820862	hospital_3707/741.wav	44100
742	医生边走路边交流可以听见走路声	人声和走路声	医生的说话声走路声	人、鞋与地面的摩擦声	在走路时医生在交谈	10.005963718820862	hospital_3707/742.wav	44100
742	两名医生在医院走廊上聊天，有人的对话声	人的对话声	对话声	对话声由人发出	两名医生在医院走廊上聊天	10.005963718820862	hospital_3707/742.wav	44100
742	医生之间的对话	人声	医院嘈杂的地方	人 物体碰撞	病房	10.005963718820862	hospital_3707/742.wav	44100
743	病房中医生和患者的对话	人声	人的说话声	人	医患在病房	10.005963718820862	hospital_3707/743.wav	44100
743	医生和病人在病房聊天，有人的对话声	人的对话声	对话声	对话声由人发出	医生和病人在病房聊天	10.005963718820862	hospital_3707/743.wav	44100
743	医生跟病人之间的对话	人	医生在办公室的对话	人小孩	医院	10.005963718820862	hospital_3707/743.wav	44100
744	人推着病人向前走伴随少量说话声	人声、走路声、病床声	人的说话声、病床轮子在地上滚动的声、走路声	人、病床、鞋与地面的摩擦声	推着病人在走廊前进	10.005963718820862	hospital_3707/744.wav	44100
744	家属将病人送往医院，有人的说话声、高跟鞋走路声、轮子摩擦声	人的说话声、高跟鞋走路声、轮子摩擦声	说话声、高跟鞋走路声、轮子摩擦声	说话声由人发出、高跟鞋走路声由人发出、轮子摩擦声由病床发出	家属将病人送往医院	10.005963718820862	hospital_3707/744.wav	44100
744	病人跟医生的对话嘈杂背景	人 背景嘈杂	医生查房跟病人的对话	人 衣服摩擦	医院大厅	10.005963718820862	hospital_3707/744.wav	44100
745	在病房医生的说话声	人声	人的说话声	医生	中医生对于患者情况的了解	10.005963718820862	hospital_3707/745.wav	44100
745	病房内医生给病人检测身体，有人的对话声、工具摩擦声以及噪音	人的对话声、工具摩擦声以及噪音	对话声、工具摩擦声以及噪音	对话声是由人发出、工具摩擦声由工具发出以及噪音由背景音发出	病房内医生给病人检测身体	10.005963718820862	hospital_3707/745.wav	44100
745	医生跟病人的对话	人声	病人问医生问题	人	病房	10.005963718820862	hospital_3707/745.wav	44100
746	医生的说话伴随着一轮仪器在响	人声、医疗仪器声	医生的说话声、医疗仪器的滴滴声	医生、医疗仪器	在病床前医生跟患者说话	10.005963718820862	hospital_3707/746.wav	44100
746	医生在病房询问病人情况，有人的说话声、仪器声	人的说话声、仪器声	说话声、仪器声	说话声由人发出、仪器声由仪器发出	医生在病房询问病人情况	10.005963718820862	hospital_3707/746.wav	44100
746	医生之间的对话	人声 嘈杂背景	医生在大厅的对话	人	医院大厅	10.005963718820862	hospital_3707/746.wav	44100
747	医生放下东西离开后患者一直叫护士	人声、走路声	走路声、患者的说话声	患者、鞋与地面的摩擦声	病床旁	10.005963718820862	hospital_3707/747.wav	44100
747	病房患者叫护士过来，有人的说话声和拍床声	人的说话声和拍床声	说话声和拍床声	说话声、拍床声由人发出	病房患者叫护士过来	10.005963718820862	hospital_3707/747.wav	44100
747	医生之间的对话	人声 物体碰撞	医生在手术时的对话	人 物体碰撞	手术室	10.005963718820862	hospital_3707/747.wav	44100
748	患者拔下输液管并且说话	人声、输液管声	患者的说话声、患者拔下输液管的声音	患者、输液管	病床上患者的一些行动	10.005963718820862	hospital_3707/748.wav	44100
748	病房患者拔掉仪器试图下床，有人的说话声、仪器碰撞声	人的说话声、仪器碰撞声	说话声、仪器碰撞声	说话声由人发出、仪器碰撞声由仪器发出	病房患者拔掉仪器试图下床	10.005963718820862	hospital_3707/748.wav	44100
748	医生跟病人家属的对话	人声 嘈杂背景	医生在走廊被病人家属追问	人	医院走廊	10.005963718820862	hospital_3707/748.wav	44100
749	医生的说话声、医生放下东西的声音	人声、罐子声	医生放下罐子的声音、医生的说话声	医生、罐子	医生对于失去意识的患者进行急救	10.005963718820862	hospital_3707/749.wav	44100
